CodEntrega,CodVenta,CodProveedor,Proveedor,CodAlmacen,Almacen,CodEstado,Estado,Fecha_Envio,Fecha_Entrega
8514,12289,4,Logística Express,4,Depósito Sur,2,En tránsito,2023-06-04,2023-06-06
8515,12291,3,QuickSend,1,Centro Norte,1,En preparación,2023-06-05,2023-06-10
8516,12292,2,QuickSend,3,Centro Oeste,1,En preparación,2023-06-04,2023-06-07
8517,12297,1,Envios Nacionales,2,Hub Logístico,3,Entregado,2023-06-05,2023-06-09
8518,12299,2,Envios Nacionales,3,Centro Oeste,1,En preparación,2023-06-04,2023-06-09
8519,12302,2,Envios Nacionales,2,Hub Logístico,2,En tránsito,2023-06-04,2023-06-07
8520,12303,2,Flash Delivery,1,Centro Norte,2,En tránsito,2023-06-04,2023-06-09
8521,12304,4,Envios Nacionales,4,Depósito Sur,2,En tránsito,2023-06-06,2023-06-10
8522,12305,4,QuickSend,1,Centro Norte,2,En tránsito,2023-06-06,2023-06-10
8523,12306,2,Logística Express,2,Hub Logístico,2,En tránsito,2023-06-05,2023-06-08
8524,12308,2,Envios Nacionales,3,Centro Oeste,1,En preparación,2023-06-05,2023-06-09
8525,12309,4,Flash Delivery,4,Depósito Sur,3,Entregado,2023-06-06,2023-06-08
8526,12310,2,Envios Nacionales,2,Hub Logístico,3,Entregado,2023-06-07,2023-06-10
8527,12311,4,QuickSend,3,Centro Oeste,3,Entregado,2023-06-06,2023-06-10
8528,12312,3,Flash Delivery,1,Centro Norte,2,En tránsito,2023-06-06,2023-06-10
8529,12313,3,QuickSend,2,Hub Logístico,3,Entregado,2023-06-07,2023-06-09
8530,12314,4,QuickSend,4,Depósito Sur,3,Entregado,2023-06-07,2023-06-08
8531,12315,1,QuickSend,4,Depósito Sur,1,En preparación,2023-06-06,2023-06-11
8532,12316,2,Envios Nacionales,4,Depósito Sur,4,Devuelto,2023-06-06,2023-06-08
8533,12320,1,QuickSend,1,Centro Norte,4,Devuelto,2023-06-07,2023-06-10
8534,12321,2,Envios Nacionales,1,Centro Norte,4,Devuelto,2023-06-09,2023-06-12
8535,12323,2,Logística Express,1,Centro Norte,4,Devuelto,2023-06-08,2023-06-10
8536,12324,1,Flash Delivery,3,Centro Oeste,3,Entregado,2023-06-09,2023-06-12
8537,12325,3,Flash Delivery,2,Hub Logístico,1,En preparación,2023-06-07,2023-06-08
8538,12326,1,Envios Nacionales,3,Centro Oeste,1,En preparación,2023-06-09,2023-06-11
8539,12327,2,Envios Nacionales,1,Centro Norte,3,Entregado,2023-06-07,2023-06-12
8540,12329,3,Envios Nacionales,3,Centro Oeste,1,En preparación,2023-06-09,2023-06-11
8541,12332,1,Envios Nacionales,1,Centro Norte,1,En preparación,2023-06-09,2023-06-14
8542,12333,3,Flash Delivery,1,Centro Norte,3,Entregado,2023-06-10,2023-06-12
8543,12336,4,Flash Delivery,1,Centro Norte,3,Entregado,2023-06-09,2023-06-12
8544,12337,2,QuickSend,2,Hub Logístico,1,En preparación,2023-06-10,2023-06-11
8545,12340,1,QuickSend,2,Hub Logístico,4,Devuelto,2023-06-10,2023-06-14
8546,12341,2,QuickSend,2,Hub Logístico,1,En preparación,2023-06-10,2023-06-12
8547,12342,3,Flash Delivery,2,Hub Logístico,1,En preparación,2023-06-10,2023-06-11
8548,12344,2,QuickSend,4,Depósito Sur,3,Entregado,2023-06-09,2023-06-13
8549,12345,3,QuickSend,2,Hub Logístico,4,Devuelto,2023-06-11,2023-06-14
8550,12346,3,QuickSend,1,Centro Norte,3,Entregado,2023-06-10,2023-06-11
8551,12347,2,Envios Nacionales,1,Centro Norte,1,En preparación,2023-06-10,2023-06-14
8552,12350,4,Logística Express,3,Centro Oeste,4,Devuelto,2023-06-09,2023-06-13
8553,12355,4,Flash Delivery,1,Centro Norte,2,En tránsito,2023-06-12,2023-06-16
8554,12356,3,Logística Express,2,Hub Logístico,2,En tránsito,2023-06-12,2023-06-16
8555,12357,1,Logística Express,4,Depósito Sur,3,Entregado,2023-06-12,2023-06-13
8556,12359,1,QuickSend,1,Centro Norte,1,En preparación,2023-06-11,2023-06-16
8557,12360,3,Flash Delivery,1,Centro Norte,2,En tránsito,2023-06-11,2023-06-15
8558,12361,4,Envios Nacionales,1,Centro Norte,2,En tránsito,2023-06-11,2023-06-12
8559,12362,1,Flash Delivery,1,Centro Norte,4,Devuelto,2023-06-10,2023-06-14
8560,12365,2,Flash Delivery,4,Depósito Sur,3,Entregado,2023-06-12,2023-06-16
8561,12366,3,QuickSend,1,Centro Norte,2,En tránsito,2023-06-10,2023-06-11
8562,12367,1,Logística Express,2,Hub Logístico,4,Devuelto,2023-06-11,2023-06-15
8563,12368,2,Flash Delivery,2,Hub Logístico,2,En tránsito,2023-06-11,2023-06-12
8564,12369,3,Logística Express,4,Depósito Sur,4,Devuelto,2023-06-13,2023-06-14
8565,12371,1,Logística Express,4,Depósito Sur,3,Entregado,2023-06-11,2023-06-14
8566,12372,4,Logística Express,3,Centro Oeste,2,En tránsito,2023-06-12,2023-06-14
8567,12373,3,Envios Nacionales,3,Centro Oeste,1,En preparación,2023-06-13,2023-06-16
8568,12374,3,Flash Delivery,3,Centro Oeste,3,Entregado,2023-06-12,2023-06-16
8569,12375,4,QuickSend,4,Depósito Sur,4,Devuelto,2023-06-13,2023-06-17
8570,12376,3,QuickSend,3,Centro Oeste,3,Entregado,2023-06-12,2023-06-14
8571,12377,1,Logística Express,1,Centro Norte,4,Devuelto,2023-06-12,2023-06-15
8572,12378,4,Flash Delivery,3,Centro Oeste,4,Devuelto,2023-06-14,2023-06-19
8573,12381,4,Envios Nacionales,4,Depósito Sur,4,Devuelto,2023-06-14,2023-06-19
8574,12384,1,QuickSend,3,Centro Oeste,4,Devuelto,2023-06-12,2023-06-16
8575,12388,4,Flash Delivery,1,Centro Norte,2,En tránsito,2023-06-12,2023-06-16
8576,12390,3,Logística Express,1,Centro Norte,4,Devuelto,2023-06-14,2023-06-17
8577,12391,2,QuickSend,1,Centro Norte,3,Entregado,2023-06-14,2023-06-18
8578,12392,2,Envios Nacionales,1,Centro Norte,3,Entregado,2023-06-13,2023-06-17
8579,12393,3,Envios Nacionales,3,Centro Oeste,2,En tránsito,2023-06-14,2023-06-16
8580,12396,2,Logística Express,4,Depósito Sur,3,Entregado,2023-06-14,2023-06-18
8581,12400,3,QuickSend,4,Depósito Sur,2,En tránsito,2023-06-14,2023-06-19
8582,12403,4,Envios Nacionales,1,Centro Norte,1,En preparación,2023-06-15,2023-06-18
8583,12405,4,QuickSend,2,Hub Logístico,2,En tránsito,2023-06-14,2023-06-15
8584,12406,1,Flash Delivery,4,Depósito Sur,1,En preparación,2023-06-16,2023-06-17
8585,12407,4,QuickSend,3,Centro Oeste,2,En tránsito,2023-06-14,2023-06-17
8586,12408,2,QuickSend,4,Depósito Sur,4,Devuelto,2023-06-16,2023-06-19
8587,12409,3,QuickSend,3,Centro Oeste,1,En preparación,2023-06-14,2023-06-18
8588,12410,4,Envios Nacionales,2,Hub Logístico,2,En tránsito,2023-06-15,2023-06-19
8589,12413,4,Envios Nacionales,3,Centro Oeste,3,Entregado,2023-06-14,2023-06-17
8590,12417,2,Envios Nacionales,1,Centro Norte,1,En preparación,2023-06-15,2023-06-17
8591,12418,2,QuickSend,1,Centro Norte,4,Devuelto,2023-06-16,2023-06-19
8592,12420,2,Logística Express,3,Centro Oeste,1,En preparación,2023-06-15,2023-06-17
8593,12423,1,QuickSend,2,Hub Logístico,2,En tránsito,2023-06-18,2023-06-19
8594,12424,3,Logística Express,4,Depósito Sur,1,En preparación,2023-06-18,2023-06-23
8595,12425,3,Flash Delivery,1,Centro Norte,3,Entregado,2023-06-18,2023-06-23
8596,12426,1,Logística Express,1,Centro Norte,1,En preparación,2023-06-16,2023-06-18
8597,12427,3,Envios Nacionales,2,Hub Logístico,2,En tránsito,2023-06-17,2023-06-21
8598,12429,3,Flash Delivery,1,Centro Norte,4,Devuelto,2023-06-17,2023-06-18
8599,12430,1,Logística Express,2,Hub Logístico,4,Devuelto,2023-06-17,2023-06-18
8600,12433,4,Envios Nacionales,1,Centro Norte,3,Entregado,2023-06-16,2023-06-19
8601,12434,3,Envios Nacionales,3,Centro Oeste,1,En preparación,2023-06-18,2023-06-23
8602,12435,3,Logística Express,2,Hub Logístico,2,En tránsito,2023-06-18,2023-06-23
8603,12436,1,Envios Nacionales,4,Depósito Sur,1,En preparación,2023-06-18,2023-06-23
8604,12437,3,QuickSend,4,Depósito Sur,3,Entregado,2023-06-19,2023-06-20
8605,12439,2,QuickSend,4,Depósito Sur,4,Devuelto,2023-06-18,2023-06-22
8606,12441,3,Logística Express,1,Centro Norte,4,Devuelto,2023-06-17,2023-06-19
8607,12443,1,Envios Nacionales,1,Centro Norte,3,Entregado,2023-06-17,2023-06-22
8608,12444,3,Flash Delivery,4,Depósito Sur,2,En tránsito,2023-06-17,2023-06-20
8609,12445,1,Envios Nacionales,1,Centro Norte,2,En tránsito,2023-06-18,2023-06-23
8610,12446,3,Logística Express,2,Hub Logístico,1,En preparación,2023-06-19,2023-06-22
8611,12447,3,Envios Nacionales,4,Depósito Sur,3,Entregado,2023-06-20,2023-06-23
8612,12448,4,Logística Express,3,Centro Oeste,1,En preparación,2023-06-19,2023-06-24
8613,12449,1,Flash Delivery,1,Centro Norte,1,En preparación,2023-06-18,2023-06-20
8614,12450,3,QuickSend,3,Centro Oeste,3,Entregado,2023-06-20,2023-06-22
8615,12451,3,Flash Delivery,2,Hub Logístico,3,Entregado,2023-06-20,2023-06-21
8616,12452,3,Envios Nacionales,3,Centro Oeste,4,Devuelto,2023-06-18,2023-06-19
8617,12454,2,Flash Delivery,1,Centro Norte,1,En preparación,2023-06-18,2023-06-20
8618,12455,2,Flash Delivery,4,Depósito Sur,2,En tránsito,2023-06-19,2023-06-20
8619,12456,4,QuickSend,1,Centro Norte,3,Entregado,2023-06-19,2023-06-23
8620,12457,2,Envios Nacionales,2,Hub Logístico,3,Entregado,2023-06-19,2023-06-22
8621,12460,4,Logística Express,3,Centro Oeste,2,En tránsito,2023-06-19,2023-06-22
8622,12462,1,Flash Delivery,3,Centro Oeste,3,Entregado,2023-06-20,2023-06-24
8623,12463,3,Logística Express,2,Hub Logístico,4,Devuelto,2023-06-19,2023-06-24
8624,12464,2,QuickSend,1,Centro Norte,3,Entregado,2023-06-20,2023-06-25
8625,12465,3,Logística Express,4,Depósito Sur,4,Devuelto,2023-06-20,2023-06-23
8626,12466,4,Envios Nacionales,1,Centro Norte,4,Devuelto,2023-06-19,2023-06-24
8627,12468,1,Envios Nacionales,2,Hub Logístico,4,Devuelto,2023-06-21,2023-06-22
8628,12469,4,Flash Delivery,4,Depósito Sur,2,En tránsito,2023-06-21,2023-06-23
8629,12470,1,Flash Delivery,4,Depósito Sur,4,Devuelto,2023-06-21,2023-06-23
8630,12471,4,Logística Express,4,Depósito Sur,1,En preparación,2023-06-22,2023-06-26
8631,12472,1,Flash Delivery,3,Centro Oeste,4,Devuelto,2023-06-21,2023-06-26
8632,12473,2,Logística Express,1,Centro Norte,3,Entregado,2023-06-22,2023-06-27
8633,12476,4,Logística Express,4,Depósito Sur,4,Devuelto,2023-06-21,2023-06-23
8634,12477,1,Envios Nacionales,4,Depósito Sur,2,En tránsito,2023-06-23,2023-06-27
8635,12478,4,Logística Express,4,Depósito Sur,1,En preparación,2023-06-22,2023-06-26
8636,12480,2,Logística Express,2,Hub Logístico,4,Devuelto,2023-06-22,2023-06-25
8637,12484,1,QuickSend,1,Centro Norte,4,Devuelto,2023-06-21,2023-06-25
8638,12485,2,Flash Delivery,4,Depósito Sur,1,En preparación,2023-06-22,2023-06-26
8639,12486,4,Flash Delivery,2,Hub Logístico,2,En tránsito,2023-06-21,2023-06-25
8640,12488,2,QuickSend,1,Centro Norte,3,Entregado,2023-06-21,2023-06-25
8641,12489,2,Flash Delivery,4,Depósito Sur,3,Entregado,2023-06-23,2023-06-27
8642,12490,3,Envios Nacionales,2,Hub Logístico,1,En preparación,2023-06-22,2023-06-27
8643,12491,3,QuickSend,4,Depósito Sur,1,En preparación,2023-06-24,2023-06-27
8644,12493,3,QuickSend,2,Hub Logístico,1,En preparación,2023-06-24,2023-06-29
8645,12495,4,Flash Delivery,1,Centro Norte,4,Devuelto,2023-06-23,2023-06-26
8646,12496,4,Logística Express,2,Hub Logístico,1,En preparación,2023-06-22,2023-06-24
8647,12497,4,Logística Express,1,Centro Norte,3,Entregado,2023-06-23,2023-06-28
8648,12498,1,Flash Delivery,3,Centro Oeste,3,Entregado,2023-06-23,2023-06-24
8649,12499,1,QuickSend,3,Centro Oeste,3,Entregado,2023-06-24,2023-06-25
8650,12500,4,Flash Delivery,1,Centro Norte,3,Entregado,2023-06-23,2023-06-24
8651,12501,4,Logística Express,4,Depósito Sur,3,Entregado,2023-06-23,2023-06-24
8652,12502,1,Logística Express,2,Hub Logístico,4,Devuelto,2023-06-23,2023-06-26
8653,12503,2,Logística Express,1,Centro Norte,1,En preparación,2023-06-23,2023-06-24
8654,12504,2,Flash Delivery,4,Depósito Sur,4,Devuelto,2023-06-24,2023-06-29
8655,12505,1,Flash Delivery,4,Depósito Sur,3,Entregado,2023-06-24,2023-06-27
8656,12506,3,Logística Express,3,Centro Oeste,3,Entregado,2023-06-24,2023-06-29
8657,12508,1,QuickSend,3,Centro Oeste,4,Devuelto,2023-06-23,2023-06-28
8658,12509,3,Logística Express,2,Hub Logístico,2,En tránsito,2023-06-24,2023-06-25
8659,12511,2,QuickSend,1,Centro Norte,2,En tránsito,2023-06-26,2023-06-29
8660,12512,3,QuickSend,3,Centro Oeste,4,Devuelto,2023-06-24,2023-06-28
8661,12513,2,Envios Nacionales,2,Hub Logístico,3,Entregado,2023-06-25,2023-06-26
8662,12514,2,Logística Express,1,Centro Norte,3,Entregado,2023-06-26,2023-07-01
8663,12515,3,Logística Express,1,Centro Norte,1,En preparación,2023-06-24,2023-06-29
8664,12516,4,Logística Express,3,Centro Oeste,1,En preparación,2023-06-25,2023-06-28
8665,12517,3,Envios Nacionales,3,Centro Oeste,1,En preparación,2023-06-25,2023-06-27
8666,12518,3,Flash Delivery,3,Centro Oeste,2,En tránsito,2023-06-24,2023-06-29
8667,12522,3,Envios Nacionales,2,Hub Logístico,3,Entregado,2023-06-26,2023-07-01
8668,12525,2,Flash Delivery,3,Centro Oeste,4,Devuelto,2023-06-27,2023-06-29
8669,12528,2,Logística Express,3,Centro Oeste,1,En preparación,2023-06-26,2023-06-29
8670,12530,2,Logística Express,1,Centro Norte,3,Entregado,2023-06-25,2023-06-30
8671,12532,4,Logística Express,2,Hub Logístico,3,Entregado,2023-06-26,2023-06-30
8672,12534,2,Envios Nacionales,2,Hub Logístico,1,En preparación,2023-06-28,2023-07-02
8673,12536,3,Flash Delivery,4,Depósito Sur,3,Entregado,2023-06-26,2023-06-29
8674,12537,1,Flash Delivery,4,Depósito Sur,3,Entregado,2023-06-28,2023-07-03
8675,12539,4,Flash Delivery,2,Hub Logístico,2,En tránsito,2023-06-28,2023-06-29
8676,12540,2,Logística Express,1,Centro Norte,2,En tránsito,2023-06-26,2023-06-28
8677,12541,1,Logística Express,2,Hub Logístico,2,En tránsito,2023-06-29,2023-07-03
8678,12545,3,Flash Delivery,1,Centro Norte,4,Devuelto,2023-06-27,2023-06-29
8679,12546,1,QuickSend,1,Centro Norte,3,Entregado,2023-06-27,2023-07-02
8680,12548,4,Envios Nacionales,4,Depósito Sur,1,En preparación,2023-06-27,2023-06-30
8681,12550,1,QuickSend,4,Depósito Sur,1,En preparación,2023-06-28,2023-07-01
8682,12551,1,Flash Delivery,3,Centro Oeste,3,Entregado,2023-06-28,2023-07-01
8683,12553,4,Logística Express,3,Centro Oeste,4,Devuelto,2023-06-29,2023-07-04
8684,12555,3,Flash Delivery,3,Centro Oeste,4,Devuelto,2023-06-28,2023-07-01
8685,12556,4,Flash Delivery,3,Centro Oeste,2,En tránsito,2023-06-28,2023-07-01
8686,12557,4,Envios Nacionales,4,Depósito Sur,1,En preparación,2023-06-29,2023-07-03
8687,12558,1,Logística Express,4,Depósito Sur,3,Entregado,2023-07-01,2023-07-05
8688,12559,1,Envios Nacionales,3,Centro Oeste,2,En tránsito,2023-06-29,2023-07-03
8689,12560,1,Flash Delivery,2,Hub Logístico,2,En tránsito,2023-06-29,2023-07-02
8690,12561,4,Logística Express,3,Centro Oeste,1,En preparación,2023-06-29,2023-07-02
8691,12562,2,Flash Delivery,2,Hub Logístico,3,Entregado,2023-07-01,2023-07-02
8692,12563,2,QuickSend,2,Hub Logístico,4,Devuelto,2023-06-29,2023-07-01
8693,12564,1,Envios Nacionales,3,Centro Oeste,3,Entregado,2023-06-29,2023-07-03
8694,12565,1,QuickSend,1,Centro Norte,2,En tránsito,2023-06-29,2023-07-03
8695,12566,4,Envios Nacionales,4,Depósito Sur,1,En preparación,2023-06-30,2023-07-02
8696,12567,4,Envios Nacionales,1,Centro Norte,4,Devuelto,2023-06-30,2023-07-05
8697,12568,2,Envios Nacionales,3,Centro Oeste,3,Entregado,2023-07-01,2023-07-06
8698,12569,1,QuickSend,2,Hub Logístico,2,En tránsito,2023-07-02,2023-07-04
8699,12570,2,Envios Nacionales,1,Centro Norte,2,En tránsito,2023-07-01,2023-07-05
8700,12571,4,Logística Express,3,Centro Oeste,4,Devuelto,2023-07-02,2023-07-06
8701,12572,2,QuickSend,2,Hub Logístico,4,Devuelto,2023-07-02,2023-07-04
8702,12575,3,Logística Express,1,Centro Norte,3,Entregado,2023-07-02,2023-07-06
8703,12577,1,Logística Express,2,Hub Logístico,4,Devuelto,2023-07-01,2023-07-05
8704,12578,2,Envios Nacionales,2,Hub Logístico,1,En preparación,2023-07-02,2023-07-04
8705,12579,3,Logística Express,3,Centro Oeste,4,Devuelto,2023-07-01,2023-07-04
8706,12580,3,Envios Nacionales,1,Centro Norte,2,En tránsito,2023-07-02,2023-07-04
8707,12581,4,Envios Nacionales,3,Centro Oeste,2,En tránsito,2023-07-01,2023-07-03
8708,12582,2,Flash Delivery,2,Hub Logístico,3,Entregado,2023-07-03,2023-07-04
8709,12583,1,QuickSend,4,Depósito Sur,4,Devuelto,2023-07-01,2023-07-06
8710,12584,4,QuickSend,3,Centro Oeste,3,Entregado,2023-07-01,2023-07-06
8711,12585,1,Flash Delivery,3,Centro Oeste,4,Devuelto,2023-07-01,2023-07-06
8712,12586,4,Logística Express,1,Centro Norte,1,En preparación,2023-07-02,2023-07-05
8713,12588,2,QuickSend,4,Depósito Sur,4,Devuelto,2023-07-02,2023-07-05
8714,12590,4,Flash Delivery,2,Hub Logístico,2,En tránsito,2023-07-02,2023-07-03
8715,12591,2,Logística Express,2,Hub Logístico,1,En preparación,2023-07-02,2023-07-04
8716,12592,2,Envios Nacionales,2,Hub Logístico,2,En tránsito,2023-07-02,2023-07-04
8717,12594,2,Flash Delivery,2,Hub Logístico,4,Devuelto,2023-07-04,2023-07-05
8718,12595,2,QuickSend,4,Depósito Sur,1,En preparación,2023-07-05,2023-07-06
8719,12596,2,Envios Nacionales,1,Centro Norte,3,Entregado,2023-07-03,2023-07-06
8720,12597,1,Logística Express,4,Depósito Sur,1,En preparación,2023-07-04,2023-07-07
8721,12598,1,Logística Express,4,Depósito Sur,1,En preparación,2023-07-04,2023-07-07
8722,12599,2,Flash Delivery,2,Hub Logístico,1,En preparación,2023-07-04,2023-07-09
8723,12600,3,Flash Delivery,2,Hub Logístico,1,En preparación,2023-07-03,2023-07-06
8724,12601,4,Logística Express,3,Centro Oeste,2,En tránsito,2023-07-05,2023-07-06
8725,12603,4,Flash Delivery,2,Hub Logístico,1,En preparación,2023-07-04,2023-07-05
8726,12604,2,Flash Delivery,2,Hub Logístico,1,En preparación,2023-07-03,2023-07-08
8727,12605,4,Envios Nacionales,3,Centro Oeste,2,En tránsito,2023-07-03,2023-07-04
8728,12606,3,Flash Delivery,4,Depósito Sur,4,Devuelto,2023-07-06,2023-07-08
8729,12609,4,QuickSend,1,Centro Norte,2,En tránsito,2023-07-06,2023-07-08
8730,12610,1,QuickSend,4,Depósito Sur,4,Devuelto,2023-07-06,2023-07-08
8731,12612,4,Envios Nacionales,3,Centro Oeste,4,Devuelto,2023-07-06,2023-07-07
8732,12613,1,Flash Delivery,3,Centro Oeste,2,En tránsito,2023-07-05,2023-07-08
8733,12614,1,QuickSend,3,Centro Oeste,1,En preparación,2023-07-04,2023-07-09
8734,12615,4,QuickSend,2,Hub Logístico,4,Devuelto,2023-07-04,2023-07-06
8735,12618,2,Flash Delivery,4,Depósito Sur,1,En preparación,2023-07-05,2023-07-10
8736,12619,1,Envios Nacionales,2,Hub Logístico,4,Devuelto,2023-07-07,2023-07-08
8737,12620,4,Logística Express,3,Centro Oeste,1,En preparación,2023-07-07,2023-07-12
8738,12621,3,Flash Delivery,4,Depósito Sur,1,En preparación,2023-07-05,2023-07-09
8739,12622,3,Logística Express,2,Hub Logístico,2,En tránsito,2023-07-06,2023-07-07
8740,12623,3,Envios Nacionales,3,Centro Oeste,3,Entregado,2023-07-06,2023-07-07
8741,12624,3,Logística Express,3,Centro Oeste,4,Devuelto,2023-07-06,2023-07-07
8742,12626,4,QuickSend,3,Centro Oeste,3,Entregado,2023-07-06,2023-07-10
8743,12628,1,Logística Express,3,Centro Oeste,4,Devuelto,2023-07-08,2023-07-13
8744,12630,3,Flash Delivery,3,Centro Oeste,4,Devuelto,2023-07-09,2023-07-12
8745,12632,1,QuickSend,1,Centro Norte,4,Devuelto,2023-07-07,2023-07-10
8746,12633,3,Logística Express,2,Hub Logístico,3,Entregado,2023-07-07,2023-07-09
8747,12635,2,QuickSend,1,Centro Norte,1,En preparación,2023-07-08,2023-07-12
8748,12636,2,QuickSend,2,Hub Logístico,1,En preparación,2023-07-07,2023-07-11
8749,12639,2,Logística Express,3,Centro Oeste,3,Entregado,2023-07-07,2023-07-11
8750,12640,3,QuickSend,3,Centro Oeste,3,Entregado,2023-07-09,2023-07-14
8751,12641,4,Envios Nacionales,2,Hub Logístico,4,Devuelto,2023-07-08,2023-07-12
8752,12643,4,Flash Delivery,4,Depósito Sur,3,Entregado,2023-07-09,2023-07-11
8753,12645,4,Logística Express,3,Centro Oeste,2,En tránsito,2023-07-11,2023-07-14
8754,12647,1,Envios Nacionales,2,Hub Logístico,4,Devuelto,2023-07-10,2023-07-13
8755,12648,2,Flash Delivery,1,Centro Norte,4,Devuelto,2023-07-11,2023-07-15
8756,12649,3,Envios Nacionales,2,Hub Logístico,3,Entregado,2023-07-09,2023-07-12
8757,12651,3,QuickSend,3,Centro Oeste,3,Entregado,2023-07-10,2023-07-12
8758,12652,1,Envios Nacionales,3,Centro Oeste,1,En preparación,2023-07-11,2023-07-15
8759,12653,2,QuickSend,3,Centro Oeste,4,Devuelto,2023-07-10,2023-07-11
8760,12654,1,Logística Express,4,Depósito Sur,1,En preparación,2023-07-11,2023-07-15
8761,12655,2,Logística Express,4,Depósito Sur,1,En preparación,2023-07-10,2023-07-14
8762,12656,2,Flash Delivery,4,Depósito Sur,1,En preparación,2023-07-09,2023-07-14
8763,12657,2,Logística Express,2,Hub Logístico,4,Devuelto,2023-07-10,2023-07-11
8764,12662,3,Logística Express,1,Centro Norte,3,Entregado,2023-07-11,2023-07-15
8765,12663,1,QuickSend,3,Centro Oeste,2,En tránsito,2023-07-11,2023-07-15
8766,12664,1,Envios Nacionales,4,Depósito Sur,1,En preparación,2023-07-12,2023-07-14
8767,12665,4,Logística Express,2,Hub Logístico,3,Entregado,2023-07-10,2023-07-13
8768,12666,1,Flash Delivery,4,Depósito Sur,1,En preparación,2023-07-11,2023-07-12
8769,12667,3,Flash Delivery,3,Centro Oeste,2,En tránsito,2023-07-11,2023-07-12
8770,12670,1,Logística Express,3,Centro Oeste,1,En preparación,2023-07-12,2023-07-16
8771,12671,2,Envios Nacionales,3,Centro Oeste,1,En preparación,2023-07-11,2023-07-16
8772,12672,1,Envios Nacionales,2,Hub Logístico,2,En tránsito,2023-07-12,2023-07-16
8773,12674,1,Logística Express,4,Depósito Sur,4,Devuelto,2023-07-11,2023-07-12
8774,12675,4,QuickSend,3,Centro Oeste,1,En preparación,2023-07-13,2023-07-16
8775,12676,1,QuickSend,4,Depósito Sur,4,Devuelto,2023-07-12,2023-07-16
8776,12677,3,QuickSend,2,Hub Logístico,2,En tránsito,2023-07-11,2023-07-16
8777,12679,4,Flash Delivery,3,Centro Oeste,3,Entregado,2023-07-12,2023-07-13
8778,12680,2,QuickSend,1,Centro Norte,4,Devuelto,2023-07-12,2023-07-13
8779,12681,3,QuickSend,3,Centro Oeste,3,Entregado,2023-07-13,2023-07-17
8780,12682,1,Logística Express,1,Centro Norte,4,Devuelto,2023-07-11,2023-07-16
8781,12684,1,Logística Express,4,Depósito Sur,2,En tránsito,2023-07-13,2023-07-15
8782,12685,2,Logística Express,2,Hub Logístico,4,Devuelto,2023-07-14,2023-07-19
8783,12688,2,Envios Nacionales,1,Centro Norte,4,Devuelto,2023-07-14,2023-07-18
8784,12690,4,Logística Express,1,Centro Norte,3,Entregado,2023-07-14,2023-07-17
8785,12692,4,Envios Nacionales,3,Centro Oeste,3,Entregado,2023-07-14,2023-07-17
8786,12693,3,QuickSend,1,Centro Norte,3,Entregado,2023-07-14,2023-07-16
8787,12695,1,Envios Nacionales,1,Centro Norte,2,En tránsito,2023-07-15,2023-07-18
8788,12696,2,Envios Nacionales,1,Centro Norte,4,Devuelto,2023-07-15,2023-07-17
8789,12699,3,Flash Delivery,1,Centro Norte,2,En tránsito,2023-07-14,2023-07-15
8790,12700,2,Logística Express,2,Hub Logístico,3,Entregado,2023-07-14,2023-07-18
8791,12701,4,Flash Delivery,1,Centro Norte,4,Devuelto,2023-07-13,2023-07-18
8792,12702,1,QuickSend,4,Depósito Sur,1,En preparación,2023-07-15,2023-07-17
8793,12704,3,Envios Nacionales,1,Centro Norte,2,En tránsito,2023-07-16,2023-07-20
8794,12705,4,QuickSend,4,Depósito Sur,4,Devuelto,2023-07-16,2023-07-21
8795,12706,4,Logística Express,1,Centro Norte,2,En tránsito,2023-07-15,2023-07-18
8796,12707,1,Logística Express,2,Hub Logístico,2,En tránsito,2023-07-14,2023-07-15
8797,12709,1,QuickSend,1,Centro Norte,1,En preparación,2023-07-14,2023-07-17
8798,12710,4,Envios Nacionales,1,Centro Norte,2,En tránsito,2023-07-14,2023-07-19
8799,12711,1,QuickSend,4,Depósito Sur,4,Devuelto,2023-07-15,2023-07-20
8800,12713,4,QuickSend,3,Centro Oeste,1,En preparación,2023-07-17,2023-07-22
8801,12715,3,QuickSend,3,Centro Oeste,3,Entregado,2023-07-16,2023-07-18
8802,12717,3,Flash Delivery,3,Centro Oeste,4,Devuelto,2023-07-17,2023-07-19
8803,12718,2,QuickSend,2,Hub Logístico,4,Devuelto,2023-07-17,2023-07-20
8804,12721,4,Envios Nacionales,3,Centro Oeste,2,En tránsito,2023-07-16,2023-07-19
8805,12722,3,QuickSend,3,Centro Oeste,1,En preparación,2023-07-15,2023-07-16
8806,12723,3,Envios Nacionales,2,Hub Logístico,1,En preparación,2023-07-17,2023-07-18
8807,12726,3,Envios Nacionales,1,Centro Norte,1,En preparación,2023-07-17,2023-07-18
8808,12729,4,Envios Nacionales,4,Depósito Sur,4,Devuelto,2023-07-16,2023-07-21
8809,12730,3,QuickSend,2,Hub Logístico,4,Devuelto,2023-07-17,2023-07-20
8810,12731,4,Logística Express,3,Centro Oeste,3,Entregado,2023-07-18,2023-07-20
8811,12732,4,Envios Nacionales,2,Hub Logístico,1,En preparación,2023-07-17,2023-07-19
8812,12733,1,QuickSend,1,Centro Norte,1,En preparación,2023-07-17,2023-07-18
8813,12734,4,Envios Nacionales,2,Hub Logístico,3,Entregado,2023-07-16,2023-07-20
